1000,0.325445,0.00684246,
2000,0.605558,0.0115467,
3000,0.797575,0.0141126,
4000,0.920311,0.0158232,
5000,1.04561,0.0200997,
6000,1.33556,0.0269422,
7000,1.52373,0.0277975,
8000,1.68538,0.0312187,
9000,1.97106,0.0354953,
10000,2.32088,0.0389165,
11000,2.41753,0.0423377,
12000,2.66343,0.0461866,
13000,2.89308,0.0731288,
14000,3.14197,0.0530291,
15000,3.76549,0.056878,
16000,3.90106,0.0675693,
17000,3.88909,0.0628651,
18000,4.17561,0.066714,
19000,4.41296,0.0880967,
20000,4.49293,0.090235,
