1000,0.343834,0.00769777
2000,0.655594,0.0136849
3000,0.650889,0.0119743
4000,1.17348,0.0312187
5000,1.54169,0.0213827
6000,1.32316,0.0226657
7000,1.52074,0.0260869
8000,1.89536,0.0401995
9000,1.95908,0.033357
10000,2.14426,0.0367782
11000,2.39657,0.0401995
12000,2.58688,0.0436207
13000,2.91617,0.0594439
14000,3.23178,0.0513185
15000,3.36863,0.0547397
16000,3.49265,0.0577333
17000,3.74753,0.0615822
18000,4.05715,0.0650034
19000,4.17348,0.0975051
20000,4.3903,0.0722735
