1000,0.721025,0.0162509,
2000,1.36849,0.0307911,
3000,2.44533,0.0410548,
4000,2.87127,0.0551674,
5000,3.63634,0.0654311,
6000,4.81923,0.105631,
7000,6.70262,0.0919456,
8000,8.42307,0.127869,
9000,4.85644,0.0453313,
10000,2.79087,0.0419101,
11000,3.03634,0.0547397,
12000,3.81681,0.0590163,
13000,4.18117,0.0709906,
14000,3.77405,0.0581609,
15000,3.65559,0.0615822,
16000,4.29749,0.088952,
17000,6.05515,0.0928009,
18000,4.68238,0.0752671,
19000,4.59814,0.0765501,
20000,4.82608,0.0808266,
