8,0.00384889,0.000427654,
16,0.0055595,0.000855308,
32,0.0115467,0.000855308,
64,0.0243763,0.00128296,
128,0.0483249,0.00128296,
256,0.106486,0.00256592,
512,0.198859,0.00384889,
1024,0.406699,0.00812543,
2048,0.810832,0.0141126,
4096,1.37876,0.023521,
8192,2.86828,0.0491802,
16384,6.11203,0.0863861,
32768,12.3164,0.181753,
65536,24.7261,0.343406,
131072,44.5577,0.511902,
262144,79.1545,1.04647,
