1000,0.171235,0.00568888,
2000,0.384569,0.00796444,
3000,0.54272,0.0125155,
4000,0.856177,0.0199111,
5000,1.19808,0.0244622,
6000,1.12469,0.0210489,
7000,1.19808,0.0267378,
8000,1.31072,0.0227555,
9000,1.47456,0.0250311,
10000,1.81305,0.0426666,
11000,2.31139,0.0449422,
12000,2.05596,0.0352711,
13000,2.50595,0.04096,
14000,2.6624,0.0443733,
15000,2.55602,0.0512,
16000,3.51061,0.0568888,
17000,3.85137,0.0733866,
18000,4.2934,0.0711111,
19000,4.4123,0.0807822,
20000,5.4966,0.0779377,
